,review,clear_review,predicted,candidat
725,Même si on lui attribue lensemble de votes de Pécresse Lassalle Jadot Roussel Hidalgo Poutou et Arthaud il reste un écart de 70 994 voix supplémentaires qui nont pu venir que du camp Mélenchon,si attribu lensembl vot pécress lassall jadot roussel hidalgo poutou arthaud rest écart 70 994 voix supplémentair nont pu ven camp mélenchon,0,None
726,Prenons comme hypothèse que Macron allait gagner au second tour en plus de ses 78 814 voix du 1er toutes les voix provenant de la droite Pécresse Lassalle  16 208 voix et de la gauche Jadot Roussel Hidalgo Poutou Arthaud  28 454 voix,prenon comm hypothes macron allait gagn second tour plus 78 814 voix 1er tout voix proven droit pécress lassall 16 208 voix gauch jadot roussel hidalgo poutou arthaud 28 454 voix,0,None
728,Récap des rumeurs premier ministre ce lundi 25 avril  Borne Montebourg Le Maire une femme Valls Castex Lagarde JadotEn gros rien nest prêt et cest la guerre des tranchées en macronie Ça commence bien ce quinquennat HungerGames ImprovisationTotale,récap rumeur premi ministr lund 25 avril born montebourg mair femm vall castex lagard jadoten gros rien nest prêt cest guerr tranch macron ça commenc bien quinquennat hungergam improvisationtotal,0,None
730,PaulYment doudet40 essiccf37 Fabien Roussel Quelle intolérance On repart pour 5 ans avec Macron parce que 3 tanches se sont maintenus pour faire des scores misérables On peut reprocher beaucoup de choses à LFI et à JLM Mais là cest Roussel Jadot et Hidalgo qui ont ruiné lélection,pauly doudet40 essiccf37 fabien roussel quel intoler repart 5 an macron parc 3 tanch maintenus fair scor miser peut reproch beaucoup chos lfi jlm là cest roussel jadot hidalgo ruin lélect,0,None
731,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
732,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
734,Lantienne selon laquelle Macron a fait monter lextrême droite relève dun déni de léchec de toute lopposition Il est heureux quil y ait eu un candidat en capacité de la battre sans discussion Ni Hidalgo ni Pécresse ni Jadot ni même Mélenchon nen avaient les moyens,lantien selon laquel macron a fait mont lextrêm droit relev dun den léchec tout lopposit heureux quil candidat capac battr san discuss ni hidalgo ni pécress ni jadot ni mélenchon nen moyen,0,None
735,Pof91 VA13960 LesMeuricettes EELV PartiAnimaliste Pardon vous parliez de Jadot la girouette  Bah cracher sur son programme en 5 minutes franchement cela ninspire pas confiance et en soutenant Macron il a donné ses voix aux chasseurs Alors pour moi il nexiste plus,pof91 va13960 lesmeuricet eelv partianimal pardon parl jadot girouet bah crach programm 5 minut franch cel ninspir confianc souten macron a don voix chasseur alor nexist plus,0,None
737,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
738,jadot et roussel qui viennent ramener leurs affreux faciès pour dire que le pire a été évité httpstcoKaMDhWTQGx,jadot roussel viennent ramen leur affreux facies dir pir a évit httpstcokamdhwtqgx,0,None
739,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
740,Quand Macron va nous foutre Jadot PM si EELV rejoint lUnion populaire et quon a la majorité à lassemblée httpstcoPldZpSOqlH,quand macron va foutr jadot pm si eelv rejoint lunion populair quon a major lassembl httpstcopldzpsoqlh,0,None
723,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
741, Info LEXPRESS  Chez EELV cest lheure des règlements de compteSamedi dernier dans une boucle interne le secrétaire national du parti JulienBayou a vivement critiqué Yannick Jadot lui reprochant davoir  singer Macron  durant sa campagne httpstcourilbYhwaS,info lexpress chez eelv cest lheur regl comptesamed derni boucl intern secrétair national part julienbayou a viv critiqu yannick jadot reproch davoir sing macron dur campagn httpstcourilbyhw,1,None
697, Info LEXPRESS  Chez EELV cest lheure des règlements de compteSamedi dernier dans une boucle interne le secrétaire national du parti JulienBayou a vivement critiqué Yannick Jadot lui reprochant davoir  singer Macron  durant sa campagne httpstcourilbYhwaS,info lexpress chez eelv cest lheur regl comptesamed derni boucl intern secrétair national part julienbayou a viv critiqu yannick jadot reproch davoir sing macron dur campagn httpstcourilbyhw,1,None
694,Le sondage est autoadministré donc prudence mais y aurait 7 délecteurices de Jadot à avoir voté Le Pen  Mais qui sont ces gens  httpstcoXdgcxkTmXP,sondag autoadministr donc prudenc 7 délecteuric jadot avoir vot pen gen httpstcoxdgcxktmxp,0,None
659,louis aliot MERCI AUSSI Jadot  Hidalgo  Roussel Pécresse  CGT  CFDT  les sportifs qui ne paient pas dimpôts en France etc etc,lou aliot merc auss jadot hidalgo roussel pécress cgt cfdt sportif paient dimpôt franc etc etc,1,None
661, Info LEXPRESS  Chez EELV cest lheure des règlements de compteSamedi dernier dans une boucle interne le secrétaire national du parti JulienBayou a vivement critiqué Yannick Jadot lui reprochant davoir  singer Macron  durant sa campagne httpstcourilbYhwaS,info lexpress chez eelv cest lheur regl comptesamed derni boucl intern secrétair national part julienbayou a viv critiqu yannick jadot reproch davoir sing macron dur campagn httpstcourilbyhw,1,None
662,A saccageparis désolée mais C lhorreur permanente annehidalgo amp ses amis trop occupés à larmoyer sur les 17   Hidalgo amp les 4   Jadot obtenus en mode oh je comprends pas pourquoi  abandonne ParisÇa par exemple C 1 batte de BaseBall pr les JO Paris2024  httpstcosvYla4jx6O,a saccagepar désol lhorreur permanent annehidalgo amp amis trop occup larmoi 17 hidalgo amp 4 jadot obtenus mod oh comprend pourquoi abandon parisc exempl 1 batt baseball pr jo paris2024 httpstcosvyla4jx6o,0,None
663,Contente de mêtre abstenue je ne participe pas à leur petit manège qui consiste à faire monter LePen dans les sondages pour faire passer au second tour nimporte quel homme de paille je vote aux législatives pour Mélenchon à Matignon nen déplaise à Roussel Hidalgo et Jadot,content mêtr abstenu particip pet maneg consist fair mont lepen sondag fair pass second tour nimport quel homm paill vot législ mélenchon matignon nen déplais roussel hidalgo jadot,0,None
664,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
665,Monsieur Roussel et monsieur Jadot toutes mes félicitations  httpstcob55Gx9WeDj,monsieur roussel monsieur jadot tout félicit httpstcob55gx9wedj,0,None
666,Cette présidentielle se résume à  un énorme gâchis du fait de quelques leaders de la gauche Roussel Jadot Hidalgo qui ont tout fait pour saboter une probable victoire Vraiment un énorme GÂCHIS,cet présidentiel résum énorm gâch fait quelqu leader gauch roussel jadot hidalgo tout fait sabot probabl victoir vrai énorm gâch,0,None
667,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
668,SmXfr et ça change rien au fait que les votes RousselJadotHidalgo voire PoutouArthaud sont des votes de caprices comme labstention des gens politisés qui se branlent sur une révolution fantasmée,smxfr ça chang rien fait vot rousseljadothidalgo voir poutouarthaud vot capric comm labstent gen politis branlent révolu fantasm,1,None
669,Et ils le savaient tous de Méluche à Roussel Ils ont presque tous réussi à sauver leur job et nous nous avons ENCORE perdu 5 ans de plus Tant mieux pour eux et tant pis pour noussauf Jadot et Hidalgo,sav tous méluch roussel presqu tous réuss sauv job encor perdu 5 an plus tant mieux tant pis noussauf jadot hidalgo,0,None
670,Et cest là létat de la gauche en 2022 en France De Roussel à Méluche en passant par Jadot leur objectif pendant cette élection a été de lutter pour ne pas perdre en pertinence de sauver leur carrière Aucun dentre eux navait de chance dêtre élu,cest là létat gauch 2022 franc roussel méluch pass jadot object pend cet élect a lutt perdr pertinent sauv carri aucun dentr nav chanc dêtr élu,0,None
672,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
673, Info LEXPRESS  Chez EELV cest lheure des règlements de compteSamedi dernier dans une boucle interne le secrétaire national du parti JulienBayou a vivement critiqué Yannick Jadot lui reprochant davoir  singer Macron  durant sa campagne httpstcourilbYhwaS,info lexpress chez eelv cest lheur regl comptesamed derni boucl intern secrétair national part julienbayou a viv critiqu yannick jadot reproch davoir sing macron dur campagn httpstcourilbyhw,1,None
695, Info LEXPRESS  Chez EELV cest lheure des règlements de compteSamedi dernier dans une boucle interne le secrétaire national du parti JulienBayou a vivement critiqué Yannick Jadot lui reprochant davoir  singer Macron  durant sa campagne httpstcourilbYhwaS,info lexpress chez eelv cest lheur regl comptesamed derni boucl intern secrétair national part julienbayou a viv critiqu yannick jadot reproch davoir sing macron dur campagn httpstcourilbyhw,1,None
674,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
676,A saccageparis désolée mais C lhorreur permanente annehidalgo amp ses amis trop occupés à larmoyer sur les 17   Hidalgo amp les 4   Jadot obtenus en mode oh je comprends pas pourquoi  abandonne ParisÇa par exemple C 1 batte de BaseBall pr les JO Paris2024  httpstcosvYla4jx6O,a saccagepar désol lhorreur permanent annehidalgo amp amis trop occup larmoi 17 hidalgo amp 4 jadot obtenus mod oh comprend pourquoi abandon parisc exempl 1 batt baseball pr jo paris2024 httpstcosvyla4jx6o,0,None
677,Récap des rumeurs premier ministre ce lundi 25 avril  Borne Montebourg Le Maire une femme Valls Castex Lagarde JadotEn gros rien nest prêt et cest la guerre des tranchées en macronie Ça commence bien ce quinquennat HungerGames ImprovisationTotale,récap rumeur premi ministr lund 25 avril born montebourg mair femm vall castex lagard jadoten gros rien nest prêt cest guerr tranch macron ça commenc bien quinquennat hungergam improvisationtotal,0,None
678,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
679,Élection de Macron Tout était programmé  dediabolisation du RN maintien de Roussel et Jadot Deuxième tour Macron le pen  Les français ont regardé faire  Macron savait que les français étaient des nuls,élect macron tout programm dediabolis rn maintien roussel jadot deuxiem tour macron pen franc regard fair macron sav franc nul,0,None
680,HigueroLucien Le Figaro Les LFI sont les premiers victimes du passage du Rn au second touret cela cest grâce à JadotRousselHidalgo Vous ne comprendrez jamais il faudra attendre les sécheresses les centrales a larrêt pour que vous compreniez que lécologie sociale est le seul combat valable,higuerolucien figaro lfi premi victim passag rn second touret cel cest grâc jadotrousselhidalgo comprendr jam faudr attendr sécheress central a larrêt compren lécolog social seul combat valabl,1,None
681,OlivierPerou LEXPRESS EELV julienbayou julienbayou a raison et MounirSatouri est dans le déni Jadot est la copie  verte   de Macron dans sa posture Si le programme EELV était très bon ça reste un programme et on vote pour un candidat qui lincarne à la présidentielle Erreur de casting total ,olivierperou lexpress eelv julienbayou julienbayou a raison mounirsatour den jadot cop vert macron postur si programm eelv tres bon ça rest programm vot candidat lincarn présidentiel erreur casting total,0,None
682,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
683,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
684,Report des voix entre les deux tours les électeurs de Mélenchon se sont abstenus à 38 Les électeurs de Jadot se sont davantage reportés sur Macron que ceux de Pécresse  Presidentielle2022 httpstcol1EsOEzuNa,report voix entre deux tour électeur mélenchon abstenus 38 électeur jadot davantag report macron ceux pécress presidentielle2022 httpstcol1esoezun,0,None
685,MalikaAzzoug LalobaRose elsatreffis Fabien Roussel On ne voulait pas de Mélenchon Ni de jadot Ni dhidalgo On voulait du social de la laïcité et du nucléaire Si dur à comprendre ,malikaazzoug lalobaros elsatreff fabien roussel voul mélenchon ni jadot ni dhidalgo voul social laïcit nucléair si dur comprendr,0,None
686, Info LEXPRESS  Chez EELV cest lheure des règlements de compteSamedi dernier dans une boucle interne le secrétaire national du parti JulienBayou a vivement critiqué Yannick Jadot lui reprochant davoir  singer Macron  durant sa campagne httpstcourilbYhwaS,info lexpress chez eelv cest lheur regl comptesamed derni boucl intern secrétair national part julienbayou a viv critiqu yannick jadot reproch davoir sing macron dur campagn httpstcourilbyhw,1,None
690,jadot et roussel qui viennent ramener leurs affreux faciès pour dire que le pire a été évité httpstcoKaMDhWTQGx,jadot roussel viennent ramen leur affreux facies dir pir a évit httpstcokamdhwtqgx,0,None
692, Info LEXPRESS  Chez EELV cest lheure des règlements de compteSamedi dernier dans une boucle interne le secrétaire national du parti JulienBayou a vivement critiqué Yannick Jadot lui reprochant davoir  singer Macron  durant sa campagne httpstcourilbYhwaS,info lexpress chez eelv cest lheur regl comptesamed derni boucl intern secrétair national part julienbayou a viv critiqu yannick jadot reproch davoir sing macron dur campagn httpstcourilbyhw,1,None
675,PhotographeBk lobs Les insoumis le sont autant quand ils sentêtent à nier les réalitésBonne soiréehttpstcosuV1oA5izK,photographebk lob insoum aut quand sentêtent ni réalitésbon soiréehttpstcosuv1oa5izk,0,None
657,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
742,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
746,INFO LEXPRESS  Chez EELV cest lheure des règlements de compte Samedi dernier dans une boucle interne le secrétaire national du parti julienbayou a taillé un costard à Yannick Jadot lui reprochant davoir  singer Macron  15 httpstcorW46wbjWyb,info lexpress chez eelv cest lheur regl compt samed derni boucl intern secrétair national part julienbayou a taill costard yannick jadot reproch davoir sing macron 15 httpstcorw46wbjwyb,0,None
779, Sil ny a pas de coalition du bloc national avec DupontAignan Le Pen Éric Zemmour et Les Républicains qui nont pas voté pour Macron ça sera une défaite du camp national  Jerome RiviereUnionNationale httpstcoPdgej8SEEb,sil ny a coalit bloc national dupontaignan pen éric zemmour républicain nont vot macron ça défait camp national jerom riviereunionnational httpstcopdgej8seeb,0,None
780, Sil ny a pas de coalition du bloc national avec DupontAignan Le Pen Éric Zemmour et Les Républicains qui nont pas voté pour Macron ça sera une défaite du camp national  jerome riviereUnionNationale Elections2022 presidentielles2022httpstcoA2TiAL5Z7N,sil ny a coalit bloc national dupontaignan pen éric zemmour républicain nont vot macron ça défait camp national jerom riviereunionnational elections2022 presidentielles2022httpstcoa2tial5z7n,0,None
781,m4kr0n2o22 FrancoisLeduque Calcul autrement la fin mc Kinsey abstentions les LFI LRcommunistes syndicats de pacotilles Macron et ses patrons c est 30 Marine 24  Zemmour Dupont Aignan c est 325 Le banquier voleur c est qui En tout cas c est pas mon président,m4kr0n2o22 francoisleduqu calcul autr fin mc kinsey abstent lfi lrcommun syndicat pacotill macron patron 30 marin 24 zemmour dupont aignan 325 banqui voleur tout cas président,0,None
782, Sil ny a pas de coalition du bloc national avec DupontAignan Le Pen Éric Zemmour et Les Républicains qui nont pas voté pour Macron ça sera une défaite du camp national  jerome riviereUnionNationale Elections2022 presidentielles2022httpstcob8FlaO2uxZ,sil ny a coalit bloc national dupontaignan pen éric zemmour républicain nont vot macron ça défait camp national jerom riviereunionnational elections2022 presidentielles2022httpstcob8flao2uxz,0,None
783, Sil ny a pas de coalition du bloc national avec DupontAignan Le Pen Éric Zemmour et Les Républicains qui nont pas voté pour Macron ça sera une défaite du camp national  jerome riviereUnionNationale Elections2022 presidentielles2022httpstcortPuwEN8DI,sil ny a coalit bloc national dupontaignan pen éric zemmour républicain nont vot macron ça défait camp national jerom riviereunionnational elections2022 presidentielles2022httpstcortpuwen8d,0,None
784, Sil ny a pas de coalition du bloc national avec DupontAignan Le Pen Éric Zemmour et Les Républicains qui nont pas voté pour Macron ça sera une défaite du camp national  jerome riviereUnionNationale Elections2022 presidentielles2022httpstcob8FlaO2uxZ,sil ny a coalit bloc national dupontaignan pen éric zemmour républicain nont vot macron ça défait camp national jerom riviereunionnational elections2022 presidentielles2022httpstcob8flao2uxz,0,None
785, Sil ny a pas de coalition du bloc national avec DupontAignan Le Pen Éric Zemmour et Les Républicains qui nont pas voté pour Macron ça sera une défaite du camp national  jerome riviereUnionNationale Elections2022 presidentielles2022httpstcortPuwEN8DI,sil ny a coalit bloc national dupontaignan pen éric zemmour républicain nont vot macron ça défait camp national jerom riviereunionnational elections2022 presidentielles2022httpstcortpuwen8d,0,None
786, Sil ny a pas de coalition du bloc national avec DupontAignan Le Pen Éric Zemmour et Les Républicains qui nont pas voté pour Macron ça sera une défaite du camp national  jerome riviereUnionNationale Elections2022 presidentielles2022httpstcob8FlaO2uxZ,sil ny a coalit bloc national dupontaignan pen éric zemmour républicain nont vot macron ça défait camp national jerom riviereunionnational elections2022 presidentielles2022httpstcob8flao2uxz,0,None
787, Sil ny a pas de coalition du bloc national avec DupontAignan Le Pen Éric Zemmour et Les Républicains qui nont pas voté pour Macron ça sera une défaite du camp national  jerome riviereUnionNationale Elections2022 presidentielles2022httpstcob8FlaO2uxZ,sil ny a coalit bloc national dupontaignan pen éric zemmour républicain nont vot macron ça défait camp national jerom riviereunionnational elections2022 presidentielles2022httpstcob8flao2uxz,0,None
788,Dans le 20e Le Pen ne cumule que les voix de Zemmour amp Dupont AignanAvec 30 dabstention et 6216 blancs et nuls le score de Macron exprime dabord un vote barrage à lextrêmedroite Le 3e tour a commencé pour une majorité populaire a lAssemblee 3eTourParis20 httpstcozCy3p70juv,20e pen cumul voix zemmour amp dupont aignanavec 30 dabstent 6216 blanc nul scor macron exprim dabord vot barrag lextrêmedroit 3e tour a commenc major populair a lassemble 3etourparis20 httpstcozcy3p70juv,0,None
789,Nous avons fait la campagne de 2 eme tour de MLPNous avons voté pour elle Et ce soir dans son discours aucun mot pour ZemmourDupontAignanpour des alliances éventuellesdécevante jusqu au bout ,fait campagn 2 eme tour mlpnous vot soir discour aucun mot zemmourdupontaignanpour allianc éventuellesdécev jusqu bout,0,None
